OBJECTID,Precinct,TownshipName,TownshipCode,PrecinctName,PrecinctID,Label,PollingID,Format,LastEditor,LastUpdate,Notes,ShapeSTArea,ShapeSTLength
1,20060,Bloomingdale,2,Bloomingdale 60,2-60,60,762,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6981693.24002983,13708.730525521712
2,20057,Bloomingdale,2,Bloomingdale 57,2-57,57,195,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,2581629.2336738487,7291.385030802304
3,20065,Bloomingdale,2,Bloomingdale 65,2-65,65,762,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10509046.827508686,14228.761357434374
4,20035,Bloomingdale,2,Bloomingdale 35,2-35,35,806,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11017701.633938394,13476.205643117255
5,20033,Bloomingdale,2,Bloomingdale 33,2-33,33,46,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7669655.498133464,11087.996262714409
6,20059,Bloomingdale,2,Bloomingdale 59,2-59,59,782,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7729264.197192247,13870.805059569991
7,20009,Bloomingdale,2,Bloomingdale 9,2-9,9,783,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9638339.505802143,16023.450063596536
8,20020,Bloomingdale,2,Bloomingdale 20,2-20,20,326,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17342703.10331997,20695.573962889393
9,20002,Bloomingdale,2,Bloomingdale 2,2-2,2,757,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,31228851.758220635,26111.176977156712
10,20048,Bloomingdale,2,Bloomingdale 48,2-48,48,768,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4213245.17775082,8591.303812232205
11,20041,Bloomingdale,2,Bloomingdale 41,2-41,41,764,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19576454.84516114,23288.363201691343
12,20040,Bloomingdale,2,Bloomingdale 40,2-40,40,764,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5265942.457506805,10711.467957701589
13,20026,Bloomingdale,2,Bloomingdale 26,2-26,26,326,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18978989.915000774,22874.7832918155
14,20066,Bloomingdale,2,Bloomingdale 66,2-66,66,177,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9696773.641594196,13685.698131204408
15,20061,Bloomingdale,2,Bloomingdale 61,2-61,61,303,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7763041.54908033,13782.281382908604
16,20067,Bloomingdale,2,Bloomingdale 67,2-67,67,819,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10986976.287986545,17011.372215486535
17,20039,Bloomingdale,2,Bloomingdale 39,2-39,39,806,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6711062.404229312,12120.083611405189
18,20001,Bloomingdale,2,Bloomingdale 1,2-1,1,757,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,3915606.005796786,8457.43339276948
19,20013,Bloomingdale,2,Bloomingdale 13,2-13,13,952,Landscape,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,8578536.997364808,15161.151683556633
20,20012,Bloomingdale,2,Bloomingdale 12,2-12,12,952,Landscape,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,8073695.929646921,14899.28248722914
21,20011,Bloomingdale,2,Bloomingdale 11,2-11,11,47,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14226310.831460169,16009.982301084361
22,20042,Bloomingdale,2,Bloomingdale 42,2-42,42,942,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19247637.74674056,20473.07700907411
23,20034,Bloomingdale,2,Bloomingdale 34,2-34,34,763,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8380506.433151694,12418.224079245403
24,20027,Bloomingdale,2,Bloomingdale 27,2-27,27,213,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18914514.49712964,18439.201810351282
25,20003,Bloomingdale,2,Bloomingdale 3,2-3,3,783,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,24155524.50918458,27828.177848720956
26,20004,Bloomingdale,2,Bloomingdale 4,2-4,4,329,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6587773.087465531,14127.748556156304
27,20038,Bloomingdale,2,Bloomingdale 38,2-38,38,806,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6133586.444505364,14410.467953648105
28,20022,Bloomingdale,2,Bloomingdale 22,2-22,22,760,Landscape,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,49264778.744387366,33979.977335199255
29,20014,Bloomingdale,2,Bloomingdale 14,2-14,14,838,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13814919.191564796,18875.026212291352
30,20016,Bloomingdale,2,Bloomingdale 16,2-16,16,84,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6945510.354663059,13759.824628732686
31,20025,Bloomingdale,2,Bloomingdale 25,2-25,25,763,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10537771.743872399,18742.484616299334
32,20029,Bloomingdale,2,Bloomingdale 29,2-29,29,781,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,39975369.21316376,26145.16673894492
33,20028,Bloomingdale,2,Bloomingdale 28,2-28,28,781,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7182139.042536818,14552.00538992267
34,20052,Bloomingdale,2,Bloomingdale 52,2-52,52,805,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4466964.470101027,11412.858667048227
35,20053,Bloomingdale,2,Bloomingdale 53,2-53,53,805,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14810704.804586472,20346.934861619528
36,20062,Bloomingdale,2,Bloomingdale 62,2-62,62,67,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13313391.276526343,16177.139640516994
37,20064,Bloomingdale,2,Bloomingdale 64,2-64,64,189,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11274193.696120912,14243.468019693535
38,20068,Bloomingdale,2,Bloomingdale 68,2-68,68,819,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,36788483.69252182,28833.057259479556
39,20069,Bloomingdale,2,Bloomingdale 69,2-69,69,189,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12723394.693456804,19413.341768190363
40,20050,Bloomingdale,2,Bloomingdale 50,2-50,50,942,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,60246310.38076902,37747.50179270025
41,20021,Bloomingdale,2,Bloomingdale 21,2-21,21,213,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,26249080.73012796,20867.233461552223
42,20018,Bloomingdale,2,Bloomingdale 18,2-18,18,47,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,29774031.95798181,27828.01158394663
43,20017,Bloomingdale,2,Bloomingdale 17,2-17,17,84,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9360439.66995122,17051.545958344384
44,20046,Bloomingdale,2,Bloomingdale 46,2-46,46,805,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,25990143.66617887,23103.74615546254
45,20044,Bloomingdale,2,Bloomingdale 44,2-44,44,781,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8733434.174554303,14476.590498445912
46,20047,Bloomingdale,2,Bloomingdale 47,2-47,47,768,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14528000.293779388,16883.57897671247
47,20055,Bloomingdale,2,Bloomingdale 55,2-55,55,67,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19904006.80431026,22997.878621880885
48,20063,Bloomingdale,2,Bloomingdale 63,2-63,63,67,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7116733.423507089,10725.32497265624
49,20054,Bloomingdale,2,Bloomingdale 54,2-54,54,195,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11893961.499424623,15816.637574113598
50,20058,Bloomingdale,2,Bloomingdale 58,2-58,58,761,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7173176.250046956,10837.36738239032
51,20037,Bloomingdale,2,Bloomingdale 37,2-37,37,46,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5960492.5749111045,12623.889317214036
52,20036,Bloomingdale,2,Bloomingdale 36,2-36,36,764,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11089394.933004964,15948.159341207953
53,20043,Bloomingdale,2,Bloomingdale 43,2-43,43,5,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10309997.884178141,16546.416504172674
54,20019,Bloomingdale,2,Bloomingdale 19,2-19,19,952,Landscape,"GIS-RLS, ED Guidance",2024-08-02T00:00:00Z,,8179483.60736037,14728.058908686267
55,20010,Bloomingdale,2,Bloomingdale 10,2-10,10,783,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6954769.743115615,11067.793680553328
56,20049,Bloomingdale,2,Bloomingdale 49,2-49,49,768,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,27797167.76922744,24848.5120088521
57,20024,Bloomingdale,2,Bloomingdale 24,2-24,24,763,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6493046.041407165,14384.147225137374
58,20031,Bloomingdale,2,Bloomingdale 31,2-31,31,820,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,7352265.308444384,13257.796035114477
59,20030,Bloomingdale,2,Bloomingdale 30,2-30,30,820,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,5168903.0066644875,11425.87640178478
60,20032,Bloomingdale,2,Bloomingdale 32,2-32,32,46,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,22306210.265308034,24899.123964525625
61,20007,Bloomingdale,2,Bloomingdale 7,2-7,7,240,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5841435.983599774,10283.898648748855
62,20006,Bloomingdale,2,Bloomingdale 6,2-6,6,329,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,43655709.67090966,27318.26891215149
63,20071,Bloomingdale,2,Bloomingdale 71,2-71,71,177,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11479414.709980005,14656.954737608521
64,20072,Bloomingdale,2,Bloomingdale 72,2-72,72,177,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7699866.216147062,12377.381633195124
65,20008,Bloomingdale,2,Bloomingdale 8,2-8,8,838,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,3369066.257474618,7949.311233978773
66,20051,Bloomingdale,2,Bloomingdale 51,2-51,51,303,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9529651.907678112,16041.794036308693
67,20045,Bloomingdale,2,Bloomingdale 45,2-45,45,303,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5834752.636432453,14495.513940732822
68,20056,Bloomingdale,2,Bloomingdale 56,2-56,56,195,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4766946.331349788,9943.72991794791
69,20023,Bloomingdale,2,Bloomingdale 23,2-23,23,760,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,14185563.049051939,19681.270547115182
70,20015,Bloomingdale,2,Bloomingdale 15,2-15,15,84,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6723786.185833326,13413.616379423518
71,20005,Bloomingdale,2,Bloomingdale 5,2-5,5,329,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5273392.030184028,9745.506167461523
72,10002,Wayne,1,Wayne 2,1-2,2,27,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,30931488.14221633,22382.916100141134
73,10034,Wayne,1,Wayne 34,1-34,34,747,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5305346.678379269,11003.242810234698
74,10027,Wayne,1,Wayne 27,1-27,27,99,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,24407631.375379723,31780.46426338712
75,10035,Wayne,1,Wayne 35,1-35,35,747,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5114674.707386777,10582.402918465172
76,10014,Wayne,1,Wayne 14,1-14,14,27,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9514368.917316625,18044.462971627905
77,10023,Wayne,1,Wayne 23,1-23,23,717,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6823508.570061153,12931.068287709002
78,10032,Wayne,1,Wayne 32,1-32,32,368,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10546145.55537163,19033.919264260498
79,10019,Wayne,1,Wayne 19,1-19,19,398,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,96285115.79487088,45824.63293481109
80,10043,Wayne,1,Wayne 43,1-43,43,498,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,15706192.464193717,22641.677322336727
81,10004,Wayne,1,Wayne 4,1-4,4,29,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9360871.787954938,12632.889971308061
82,10005,Wayne,1,Wayne 5,1-5,5,240,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,15302976.928997725,18782.736459274733
83,10007,Wayne,1,Wayne 7,1-7,7,27,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13792222.5522464,18199.44683714353
84,10013,Wayne,1,Wayne 13,1-13,13,293,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10717861.068448875,15760.786677233677
85,10024,Wayne,1,Wayne 24,1-24,24,717,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5461146.598698792,11251.922718844915
86,10001,Wayne,1,Wayne 1,1-1,1,293,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,109477342.22160083,47519.04477506669
87,10020,Wayne,1,Wayne 20,1-20,20,398,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,84249955.41144612,47308.20792920424
88,10040,Wayne,1,Wayne 40,1-40,40,498,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,68069115.926793,51896.0786137248
89,10021,Wayne,1,Wayne 21,1-21,21,881,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,71567286.65287241,34946.84700222857
90,10022,Wayne,1,Wayne 22,1-22,22,717,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,16034799.149050677,19424.288868178224
91,10006,Wayne,1,Wayne 6,1-6,6,71,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4978699.023116696,9839.065736169148
92,10030,Wayne,1,Wayne 30,1-30,30,368,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9255399.62452822,14181.857415056767
93,10036,Wayne,1,Wayne 36,1-36,36,687,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8233430.4111992605,13484.195858002504
94,10018,Wayne,1,Wayne 18,1-18,18,389,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8542427.84428737,13771.704558196989
95,10011,Wayne,1,Wayne 11,1-11,11,16,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9410696.474247012,12436.022952781752
96,10015,Wayne,1,Wayne 15,1-15,15,389,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,20842398.35556695,22633.767167597856
97,10010,Wayne,1,Wayne 10,1-10,10,16,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11426551.612970786,20087.001780839793
98,10012,Wayne,1,Wayne 12,1-12,12,398,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12760500.489501247,16503.782685360704
99,10026,Wayne,1,Wayne 26,1-26,26,812,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5481618.873935434,10041.695954164983
100,10037,Wayne,1,Wayne 37,1-37,37,747,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6513506.750581686,12988.346087568852
101,10042,Wayne,1,Wayne 42,1-42,42,497,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5478399.097380563,11372.718209704573
102,10003,Wayne,1,Wayne 3,1-3,3,29,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9068460.397254208,14673.486200948733
103,10028,Wayne,1,Wayne 28,1-28,28,99,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7195423.298899408,14744.334103458279
104,10025,Wayne,1,Wayne 25,1-25,25,368,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5177844.407490141,10962.203017095911
105,10029,Wayne,1,Wayne 29,1-29,29,99,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5385678.161779914,12408.200081652676
106,10031,Wayne,1,Wayne 31,1-31,31,368,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7006391.026813282,14106.374507339817
107,10017,Wayne,1,Wayne 17,1-17,17,389,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17214148.898258533,20645.062256063135
108,10016,Wayne,1,Wayne 16,1-16,16,389,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8397919.529174035,15564.168747913283
109,10009,Wayne,1,Wayne 9,1-9,9,16,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9710504.815977275,17660.81966170035
110,10008,Wayne,1,Wayne 8,1-8,8,71,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13664837.06544697,15261.797008641528
111,10041,Wayne,1,Wayne 41,1-41,41,687,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,46446871.39872722,44615.61508146812
112,30043,Addison,3,Addison 43,3-43,43,722,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7674362.517365226,15036.989194250436
113,30042,Addison,3,Addison 42,3-42,42,10,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9291685.554977821,16295.377774102468
114,30020,Addison,3,Addison 20,3-20,20,903,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17135932.18339064,17096.663526130476
115,30032,Addison,3,Addison 32,3-32,32,903,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9222088.214886533,14028.375347677676
116,30019,Addison,3,Addison 19,3-19,19,716,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7008063.817678561,12121.930541117295
117,30036,Addison,3,Addison 36,3-36,36,10,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9123418.460948668,12780.923895948079
118,30052,Addison,3,Addison 52,3-52,52,102,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9575004.903589653,19450.54602244783
119,30006,Addison,3,Addison 6,3-6,6,106,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,133218836.25704548,48710.84261863023
120,30039,Addison,3,Addison 39,3-39,39,903,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18906210.829387154,17825.042211043823
121,30040,Addison,3,Addison 40,3-40,40,773,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,26786593.369473968,28779.34372793322
122,30053,Addison,3,Addison 53,3-53,53,102,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18964422.236659653,19077.45852661935
123,30029,Addison,3,Addison 29,3-29,29,8,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14609300.227162736,17074.535007453804
124,30028,Addison,3,Addison 28,3-28,28,8,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10111707.125321684,14385.586925493011
125,30026,Addison,3,Addison 26,3-26,26,5,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4593042.539150122,8939.166619542275
126,30025,Addison,3,Addison 25,3-25,25,5,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9471151.499337852,13365.519634884271
127,30005,Addison,3,Addison 5,3-5,5,727,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,27282192.632118225,25351.32278966869
128,30035,Addison,3,Addison 35,3-35,35,10,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7194461.679184657,14252.327119470876
129,30023,Addison,3,Addison 23,3-23,23,725,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8627247.507043803,15198.736030357299
130,30034,Addison,3,Addison 34,3-34,34,956,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7273135.826862681,11270.729788508037
131,30033,Addison,3,Addison 33,3-33,33,956,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7067075.546235865,14274.148263573908
132,30022,Addison,3,Addison 22,3-22,22,725,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7943493.877026158,15853.720628823317
133,30027,Addison,3,Addison 27,3-27,27,725,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7169784.285541963,14041.258320567822
134,30037,Addison,3,Addison 37,3-37,37,8,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14541373.599600457,20233.952422288065
135,30008,Addison,3,Addison 8,3-8,8,727,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6654786.977025648,10359.646254845438
136,30007,Addison,3,Addison 7,3-7,7,538,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6687578.882561113,10403.268282525583
137,30015,Addison,3,Addison 15,3-15,15,362,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9498360.173349386,14923.117294397554
138,30004,Addison,3,Addison 4,3-4,4,538,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,70374758.13670704,36152.32048049085
139,30001,Addison,3,Addison 1,3-1,1,158,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,25446921.497825652,26787.38390346737
140,30009,Addison,3,Addison 9,3-9,9,106,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9300391.421252267,14648.120614947338
141,30017,Addison,3,Addison 17,3-17,17,106,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10958321.148570389,14509.532219184559
142,30018,Addison,3,Addison 18,3-18,18,716,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6444157.646523602,11083.750565722547
143,30021,Addison,3,Addison 21,3-21,21,213,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8239044.272912499,11691.238598194986
144,30038,Addison,3,Addison 38,3-38,38,359,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,16300278.078033043,21411.459601007202
145,30044,Addison,3,Addison 44,3-44,44,722,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12474188.16955503,16939.184554495092
146,30046,Addison,3,Addison 46,3-46,46,773,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13161208.894961199,20110.880575849274
147,30045,Addison,3,Addison 45,3-45,45,489,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,26116649.75286682,23240.000689560646
148,30002,Addison,3,Addison 2,3-2,2,158,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,29154790.087751776,27205.320399638993
