OBJECTID,Precinct,TownshipName,TownshipCode,PrecinctName,PrecinctID,Label,PollingID,Format,LastEditor,LastUpdate,Notes,ShapeSTArea,ShapeSTLength
304,50049,Milton,5,Milton 49,5-49,49,445,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4358291.848683942,9375.602660912526
305,50070,Milton,5,Milton 70,5-70,70,239,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9320028.085950857,15299.389966456813
306,50012,Milton,5,Milton 12,5-12,12,383,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11516554.820189876,18455.59781021544
307,50030,Milton,5,Milton 30,5-30,30,86,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8783045.988781385,13239.897145070478
308,50060,Milton,5,Milton 60,5-60,60,43,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,23507786.5872337,20010.844414198244
309,50044,Milton,5,Milton 44,5-44,44,152,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8720508.768669333,12504.246535381677
310,50052,Milton,5,Milton 52,5-52,52,486,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4785878.45254601,9987.053088210596
311,50065,Milton,5,Milton 65,5-65,65,190,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12797570.036748184,16664.06915060108
312,60077,York,6,York 77,6-77,77,57,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,34564401.65152058,26608.946088095607
313,60086,York,6,York 86,6-86,86,734,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,15570990.47919352,16957.420931544286
314,60062,York,6,York 62,6-62,62,363,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,3566754.5411933153,9189.974344926211
315,60069,York,6,York 69,6-69,69,923,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8498257.558646174,14453.015443216116
316,60063,York,6,York 63,6-63,63,363,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,2453286.759433632,6203.845146285696
317,60037,York,6,York 37,6-37,37,810,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7711151.726250604,11340.728639342522
318,60036,York,6,York 36,6-36,36,810,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7164342.2357631605,13392.310211119759
319,60051,York,6,York 51,6-51,51,549,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5800935.78475,10541.805261093434
320,60033,York,6,York 33,6-33,33,238,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6980232.676690026,10670.136239189642
321,60058,York,6,York 58,6-58,58,74,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9317622.455004437,18261.154444338783
322,60050,York,6,York 50,6-50,50,74,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6979942.1413869485,11911.246991824224
323,60056,York,6,York 56,6-56,56,280,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,10844019.629062328,18974.11594091619
324,60048,York,6,York 48,6-48,48,258,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11839997.954230083,17955.88634034292
325,60053,York,6,York 53,6-53,53,453,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13662203.163071364,16438.78654663785
326,60017,York,6,York 17,6-17,17,937,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10937168.399664834,17906.184644048477
327,60018,York,6,York 18,6-18,18,924,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12911085.751148958,17437.916526602065
328,60025,York,6,York 25,6-25,25,810,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9069322.129269479,14554.567303368878
329,60038,York,6,York 38,6-38,38,484,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8761648.542746788,14107.415833639208
330,60040,York,6,York 40,6-40,40,140,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7752476.34430598,11322.48178347525
331,60042,York,6,York 42,6-42,42,140,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6095664.263139727,12164.302096954529
332,60003,York,6,York 3,6-3,3,297,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6266524.194819693,10029.706054386681
333,60019,York,6,York 19,6-19,19,924,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7949664.118677253,12200.961154454244
334,60010,York,6,York 10,6-10,10,129,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4959531.261029146,9020.147189344098
335,60011,York,6,York 11,6-11,11,129,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6338104.376689299,10778.501469970954
336,60082,York,6,York 82,6-82,82,356,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11857888.191186974,19598.513152789954
337,60030,York,6,York 30,6-30,30,397,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6241277.825026533,10025.36917239488
338,60043,York,6,York 43,6-43,43,487,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7097635.384963297,14195.60600794579
339,60052,York,6,York 52,6-52,52,549,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6525117.324603985,12433.31056465074
340,60059,York,6,York 59,6-59,59,549,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11641320.11125136,13874.396232027086
341,60002,York,6,York 2,6-2,2,297,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8809682.05214826,12040.927485598393
342,60004,York,6,York 4,6-4,4,23,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9130176.863900367,12598.518884963998
343,60013,York,6,York 13,6-13,13,89,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9285134.26174175,15487.121368040098
344,60022,York,6,York 22,6-22,22,295,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6093487.180738146,9886.19848098464
345,60021,York,6,York 21,6-21,21,295,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6492786.041161744,13617.307680610531
346,60024,York,6,York 24,6-24,24,89,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11015020.724945711,13395.738669701723
347,60044,York,6,York 44,6-44,44,453,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8726498.666047337,13547.180416896528
348,60034,York,6,York 34,6-34,34,238,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7083211.120319786,10659.9878445695
349,60045,York,6,York 45,6-45,45,936,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12370650.170439392,16204.987159375347
350,60054,York,6,York 54,6-54,54,936,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10679901.95294255,13397.644981376938
351,60075,York,6,York 75,6-75,75,919,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8867756.6336373,12136.41358626681
352,60079,York,6,York 79,6-79,79,356,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,22647632.672030583,27173.240433367504
353,60081,York,6,York 81,6-81,81,367,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17769144.616119046,20744.261002069463
354,60055,York,6,York 55,6-55,55,473,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18718557.336306456,21275.817805574654
355,60071,York,6,York 71,6-71,71,923,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,30262730.171049774,23316.095516395173
356,60057,York,6,York 57,6-57,57,280,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,6056759.845653366,10685.530316459197
357,60041,York,6,York 41,6-41,41,140,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6831048.321956603,13059.959051204394
358,60008,York,6,York 8,6-8,8,127,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11894244.920166798,14038.401211111277
359,60006,York,6,York 6,6-6,6,23,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7454345.68889814,13548.307044106363
360,60016,York,6,York 16,6-16,16,127,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8418230.817894032,13267.889732441825
361,60001,York,6,York 1,6-1,1,297,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11391523.213610638,19049.59641951095
362,60064,York,6,York 64,6-64,64,279,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12707523.543924667,20731.73725908651
363,60065,York,6,York 65,6-65,65,745,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7258763.873131821,10915.532352652206
364,60074,York,6,York 74,6-74,74,919,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10729404.086623805,18674.889485565647
365,60068,York,6,York 68,6-68,68,547,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,16154827.301865969,18936.04947454836
366,60067,York,6,York 67,6-67,67,547,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,20033785.28513843,21707.118625261228
367,60026,York,6,York 26,6-26,26,484,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7861133.234224569,14430.29665207552
368,60070,York,6,York 70,6-70,70,923,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,33285563.98332306,43553.683736049505
369,60078,York,6,York 78,6-78,78,57,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9712209.414163178,15691.94056561118
370,60084,York,6,York 84,6-84,84,321,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,20276031.669575553,22289.689817492643
371,60005,York,6,York 5,6-5,5,23,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,3760559.171891584,11526.935417105135
372,60023,York,6,York 23,6-23,23,89,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7499614.754252022,13168.279270364681
373,60066,York,6,York 66,6-66,66,919,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11676967.455268344,15608.875114763861
374,60073,York,6,York 73,6-73,73,30,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17030546.422640644,17848.3465826354
375,60080,York,6,York 80,6-80,80,367,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,29340770.38508115,23008.657440044335
376,60083,York,6,York 83,6-83,83,934,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4381683.91027051,12094.550986613787
377,60009,York,6,York 9,6-9,9,937,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8225691.626512829,11606.69877313532
378,60028,York,6,York 28,6-28,28,487,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,4607766.460031134,8681.571953859493
379,60046,York,6,York 46,6-46,46,473,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5885868.893229328,12163.24110593839
380,60027,York,6,York 27,6-27,27,937,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,5645475.690356154,11565.469038840542
381,60029,York,6,York 29,6-29,29,487,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7338098.45781931,11350.1214027755
382,60060,York,6,York 60,6-60,60,745,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7095616.79204778,10622.54415381163
383,60012,York,6,York 12,6-12,12,129,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8805847.10982388,12238.45733708105
384,60020,York,6,York 20,6-20,20,397,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8812209.477220198,14294.699873133955
385,60085,York,6,York 85,6-85,85,57,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,81365661.03098366,42246.177705970265
386,60072,York,6,York 72,6-72,72,734,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,27891690.192333914,26615.66155039161
387,60049,York,6,York 49,6-49,49,74,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7604211.057686281,15817.245641381212
388,60076,York,6,York 76,6-76,76,356,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,22201262.45474177,20703.992471529975
389,60047,York,6,York 47,6-47,47,258,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9241041.118931537,14082.87746896265
390,60039,York,6,York 39,6-39,39,484,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6287178.2517973045,12082.195613842128
391,60014,York,6,York 14,6-14,14,254,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6975266.299508737,11370.36137993073
392,60015,York,6,York 15,6-15,15,254,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6259660.974723545,10770.218177922501
393,60007,York,6,York 7,6-7,7,254,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9195146.701617796,12303.305011068667
394,60031,York,6,York 31,6-31,31,220,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8886165.744965572,12363.459357340764
395,60035,York,6,York 35,6-35,35,238,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6717573.86132018,13446.620571272948
396,60061,York,6,York 61,6-61,61,936,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,17197066.00122477,20161.882743904458
397,70034,Naperville,7,Naperville 34,7-34,34,681,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9289983.324408794,13071.078137669607
398,70036,Naperville,7,Naperville 36,7-36,36,748,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7198470.756366348,13310.325182093802
399,70038,Naperville,7,Naperville 38,7-38,38,139,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,9603236.07784903,12658.561629856857
400,70015,Naperville,7,Naperville 15,7-15,15,101,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10386674.265434545,14118.757107232756
401,70016,Naperville,7,Naperville 16,7-16,16,613,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8162307.662298446,11797.139339403817
402,70025,Naperville,7,Naperville 25,7-25,25,336,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14114500.007807588,19592.577344056423
403,70006,Naperville,7,Naperville 6,7-6,6,850,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,44299383.70916747,39138.94224578011
404,70027,Naperville,7,Naperville 27,7-27,27,679,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13286190.948384637,18597.260466444306
405,70048,Naperville,7,Naperville 48,7-48,48,693,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9613533.725661658,14907.121626768918
406,70057,Naperville,7,Naperville 57,7-57,57,199,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,22944538.58630159,25104.97203166235
407,70053,Naperville,7,Naperville 53,7-53,53,378,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6524870.619583071,14606.218730999615
408,70052,Naperville,7,Naperville 52,7-52,52,378,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8620788.98358653,14684.623728184797
409,70047,Naperville,7,Naperville 47,7-47,47,139,Landscape,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,14509391.809856253,21318.287232518105
410,70035,Naperville,7,Naperville 35,7-35,35,395,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8634169.249362608,15677.242317493428
411,70005,Naperville,7,Naperville 5,7-5,5,674,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,30553482.247688588,30658.45066437073
412,70046,Naperville,7,Naperville 46,7-46,46,136,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11207299.014607117,14896.577912523617
413,70056,Naperville,7,Naperville 56,7-56,56,694,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,80093454.42901139,37034.34904279908
414,70042,Naperville,7,Naperville 42,7-42,42,318,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8015294.847243294,13924.127987627757
415,70009,Naperville,7,Naperville 9,7-9,9,300,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7817985.794458189,14863.601564165945
416,70018,Naperville,7,Naperville 18,7-18,18,755,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12925750.209446369,17916.053524191608
417,70011,Naperville,7,Naperville 11,7-11,11,400,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,7650377.106909248,12816.04480291206
418,70028,Naperville,7,Naperville 28,7-28,28,930,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,53227968.60029567,33937.011985651756
419,70023,Naperville,7,Naperville 23,7-23,23,755,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9855120.116916776,14110.625570271952
420,70041,Naperville,7,Naperville 41,7-41,41,318,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14067769.480374895,25242.280104734862
421,70040,Naperville,7,Naperville 40,7-40,40,930,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,27562480.082885474,30949.97175572704
422,70003,Naperville,7,Naperville 3,7-3,3,400,Portrait,"GIS-RLS, ED Guidance",2024-08-21T00:00:00Z,,33699816.71327632,29760.552325263143
423,70017,Naperville,7,Naperville 17,7-17,17,543,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11613393.986912677,21051.960308251928
424,70001,Naperville,7,Naperville 1,7-1,1,786,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,28504134.843634102,23056.615476140876
425,70020,Naperville,7,Naperville 20,7-20,20,674,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14376698.113582633,21438.791350591517
426,70007,Naperville,7,Naperville 7,7-7,7,850,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19382011.54089971,22301.28289371745
427,70024,Naperville,7,Naperville 24,7-24,24,336,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11264275.226565931,15534.966961146392
428,70014,Naperville,7,Naperville 14,7-14,14,101,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,15387628.761141974,17807.423531955836
429,70039,Naperville,7,Naperville 39,7-39,39,679,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7371235.57386086,12243.93191261965
430,70008,Naperville,7,Naperville 8,7-8,8,300,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8034212.555323068,16627.857739752922
431,70013,Naperville,7,Naperville 13,7-13,13,400,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,10127412.576804442,18396.715002430676
432,70019,Naperville,7,Naperville 19,7-19,19,674,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13421605.434795624,16564.188126821213
433,70010,Naperville,7,Naperville 10,7-10,10,543,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13114977.82558881,21064.58525994381
434,70002,Naperville,7,Naperville 2,7-2,2,300,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,30996671.300389174,29016.98451251592
435,70012,Naperville,7,Naperville 12,7-12,12,101,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,14690450.968630532,21872.25951963263
436,70004,Naperville,7,Naperville 4,7-4,4,613,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,56423698.911676474,36117.42833122145
437,70058,Naperville,7,Naperville 58,7-58,58,199,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,19164639.719933294,22286.18724066096
438,70043,Naperville,7,Naperville 43,7-43,43,681,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8711613.048870418,13390.182388795856
439,70044,Naperville,7,Naperville 44,7-44,44,681,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,8327884.468798865,13434.500944477417
440,70029,Naperville,7,Naperville 29,7-29,29,817,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,39535754.95720716,36343.04472869427
441,70045,Naperville,7,Naperville 45,7-45,45,199,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9240818.689938338,13620.205222730223
442,70031,Naperville,7,Naperville 31,7-31,31,344,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,24234824.13591925,24234.474972975015
443,70030,Naperville,7,Naperville 30,7-30,30,344,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11979619.391322298,17070.305666827848
444,70022,Naperville,7,Naperville 22,7-22,22,344,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,12559148.820240512,18199.205766409403
445,70021,Naperville,7,Naperville 21,7-21,21,817,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,11453504.269616952,15023.403666776398
446,70026,Naperville,7,Naperville 26,7-26,26,748,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,18421362.509264607,22017.01173109925
447,70033,Naperville,7,Naperville 33,7-33,33,679,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6087924.786955116,11830.15300834192
448,70032,Naperville,7,Naperville 32,7-32,32,395,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7735724.510242949,15316.12463441881
449,70037,Naperville,7,Naperville 37,7-37,37,395,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9657285.680568974,15761.376230719248
450,90008,Downers Grove,9,Downers Grove 8,9-8,8,921,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,9980095.433298225,13337.9094498273
451,90007,Downers Grove,9,Downers Grove 7,9-7,7,696,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,13189374.246854596,15582.643519095373
452,90020,Downers Grove,9,Downers Grove 20,9-20,20,82,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7996037.661864008,18080.065130287396
453,90019,Downers Grove,9,Downers Grove 19,9-19,19,82,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6832973.835247758,10767.60146575456
454,90014,Downers Grove,9,Downers Grove 14,9-14,14,426,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6204815.387283977,11331.885113227965
455,90031,Downers Grove,9,Downers Grove 31,9-31,31,808,Portrait,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,7827284.018754739,11907.90640036349
456,90033,Downers Grove,9,Downers Grove 33,9-33,33,460,Landscape,"GIS-RLS, ED Guidance",2023-07-05T00:00:00Z,,6967950.673736251,12052.018102075639
